Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2023;14.316
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2022;13.362
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2021;12.560
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2020;12.021
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2019;11.856
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2018;11.335
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2017;10.878
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2016;10.541
Total Nacional;Galicia;Lugo;;Renta neta media por persona;2015;10.283
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2023;32.837
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2022;30.709
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2021;29.158
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2020;28.176
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2019;28.067
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2018;26.977
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2017;26.118
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2016;25.500
Total Nacional;Galicia;Lugo;;Renta neta media por hogar;2015;24.946
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2023;20.578
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2022;19.376
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2021;18.257
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2020;17.544
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2019;17.358
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2018;16.614
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2017;15.975
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2016;15.511
Total Nacional;Galicia;Lugo;;Media de la renta por unidad de consumo;2015;15.143
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2023;18.550
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2022;17.150
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2021;16.450
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2019;15.750
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2018;15.050
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2017;14.350
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Galicia;Lugo;;Mediana de la renta por unidad de consumo;2015;13.650
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2023;16.997
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2022;15.767
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2021;14.738
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2020;14.028
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2019;13.784
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2018;13.152
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2017;12.601
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2016;12.168
Total Nacional;Galicia;Lugo;;Renta bruta media por persona;2015;11.861
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2023;38.985
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2022;36.237
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2021;34.212
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2020;32.881
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2019;32.630
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2018;31.300
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2017;30.254
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2016;29.435
Total Nacional;Galicia;Lugo;;Renta bruta media por hogar;2015;28.775
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2023;14.049
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2022;13.043
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2021;12.365
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2020;11.937
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2019;11.729
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2018;11.230
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2017;10.729
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2016;10.415
Total Nacional;Galicia;Ourense;;Renta neta media por persona;2015;10.189
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2023;31.170
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2022;29.073
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2021;27.727
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2020;26.979
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2019;26.720
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2018;25.642
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2017;24.730
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2016;24.203
Total Nacional;Galicia;Ourense;;Renta neta media por hogar;2015;23.787
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2023;19.984
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2022;18.791
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2021;17.848
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2020;17.239
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2019;17.023
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2018;16.309
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2017;15.628
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2016;15.226
Total Nacional;Galicia;Ourense;;Media de la renta por unidad de consumo;2015;14.916
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2023;17.850
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2022;16.450
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2021;15.750
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2019;15.050
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2018;14.350
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2017;13.650
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Galicia;Ourense;;Mediana de la renta por unidad de consumo;2015;12.950
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2023;16.562
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2022;15.317
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2021;14.465
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2020;13.851
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2019;13.617
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2018;12.993
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2017;12.407
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2016;12.021
Total Nacional;Galicia;Ourense;;Renta bruta media por persona;2015;11.738
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2023;36.744
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2022;34.140
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2021;32.436
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2020;31.304
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2019;31.022
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2018;29.666
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2017;28.598
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2016;27.934
Total Nacional;Galicia;Ourense;;Renta bruta media por hogar;2015;27.403
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2023;14.137
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2022;13.170
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2021;12.425
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2020;11.881
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2019;11.726
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2018;11.220
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2017;10.726
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2016;10.353
Total Nacional;Galicia;Pontevedra;;Renta neta media por persona;2015;10.153
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2023;35.506
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2022;33.230
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2021;31.541
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2020;30.475
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2019;30.315
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2018;29.129
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2017;28.117
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2016;27.364
Total Nacional;Galicia;Pontevedra;;Renta neta media por hogar;2015;26.877
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2023;20.909
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2022;19.705
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2021;18.632
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2020;17.872
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2019;17.756
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2018;16.965
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2017;16.283
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2016;15.752
Total Nacional;Galicia;Pontevedra;;Media de la renta por unidad de consumo;2015;15.309
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2023;18.550
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2021;16.450
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2019;15.750
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2018;15.050
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2017;14.350
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Galicia;Pontevedra;;Mediana de la renta por unidad de consumo;2015;13.650
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2023;16.949
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2022;15.731
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2021;14.779
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2020;14.039
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2019;13.891
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2018;13.224
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2017;12.633
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2016;12.146
Total Nacional;Galicia;Pontevedra;;Renta bruta media por persona;2015;11.959
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2023;42.569
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2022;39.690
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2021;37.517
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2020;36.011
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2019;35.910
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2018;34.332
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2017;33.116
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2016;32.105
Total Nacional;Galicia;Pontevedra;;Renta bruta media por hogar;2015;31.658
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2023;18.142
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2022;17.131
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2021;16.146
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2020;15.579
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2019;15.520
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2018;15.153
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2017;14.461
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2016;14.104
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por persona;2015;13.779
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2023;48.806
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2022;45.726
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2021;43.037
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2020;41.830
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2019;42.058
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2018;40.929
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2017;38.983
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2016;38.297
Total Nacional;Madrid, Comunidad de;Madrid;;Renta neta media por hogar;2015;37.225
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2023;27.444
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2022;26.141
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2021;24.666
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2020;23.794
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2019;23.820
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2018;23.279
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2017;22.193
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2016;21.632
Total Nacional;Madrid, Comunidad de;Madrid;;Media de la renta por unidad de consumo;2015;21.150
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2023;22.050
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2021;19.950
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2020;19.250
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2019;19.250
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2018;18.550
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2017;17.850
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2016;17.150
Total Nacional;Madrid, Comunidad de;Madrid;;Mediana de la renta por unidad de consumo;2015;17.150
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2023;23.159
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2022;21.775
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2021;20.471
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2020;19.550
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2019;19.481
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2018;19.042
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2017;18.082
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2016;17.552
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por persona;2015;17.128
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2023;62.303
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2022;58.120
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2021;54.564
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2020;52.493
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2019;52.794
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2018;51.437
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2017;48.744
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2016;47.658
Total Nacional;Madrid, Comunidad de;Madrid;;Renta bruta media por hogar;2015;46.273
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2023;12.446
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2022;11.599
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2021;11.023
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2020;10.574
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2019;10.422
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2018;9.948
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2017;9.518
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2016;9.124
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por persona;2015;8.908
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2023;34.951
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2022;32.743
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2021;31.262
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2020;30.171
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2019;29.932
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2018;28.531
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2017;27.372
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2016;26.512
Total Nacional;Murcia, Región de;Murcia;;Renta neta media por hogar;2015;25.819
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2023;18.972
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2022;17.876
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2021;17.041
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2020;16.391
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2019;16.163
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2018;15.444
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2017;14.794
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2016;14.204
Total Nacional;Murcia, Región de;Murcia;;Media de la renta por unidad de consumo;2015;13.876
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2023;16.450
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2022;15.750
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2021;15.050
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2020;14.350
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2019;13.650
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2018;13.650
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2017;12.950
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2016;12.250
Total Nacional;Murcia, Región de;Murcia;;Mediana de la renta por unidad de consumo;2015;11.550
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2023;14.872
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2022;13.832
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2021;13.095
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2020;12.522
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2019;12.300
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2018;11.718
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2017;11.200
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2016;10.681
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por persona;2015;10.424
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2023;41.763
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2022;39.044
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2021;37.138
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2020;35.729
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2019;35.327
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2018;33.607
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2017;32.210
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2016;31.036
Total Nacional;Murcia, Región de;Murcia;;Renta bruta media por hogar;2015;30.213
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2023;16.423
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2022;15.681
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2021;14.718
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2023;42.714
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2022;40.760
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2021;38.267
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta neta media por hogar;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2023;24.406
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2022;23.363
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2021;21.981
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Media de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2023;22.387
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2022;21.405
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2021;20.100
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Mediana de la renta por unidad de consumo;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2023;20.588
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2022;19.356
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2021;18.245
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por persona;2015;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2023;53.547
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2022;50.311
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2021;47.436
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2020;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2019;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2018;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2017;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2016;""
Total Nacional;Navarra, Comunidad Foral de;Navarra;;Renta bruta media por hogar;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2023;17.806
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2022;16.403
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2021;15.539
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2020;14.962
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por persona;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2023;41.914
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2022;38.586
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2021;36.546
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2020;35.412
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2019;""
