Provincias;Naturaleza de la finca;Número e importe;Periodo;Total
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M08;67.657
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M07;49.138
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M06;102.776
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M05;61.005
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M04;81.392
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M03;63.612
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M02;93.085
35 Palmas, Las;Viviendas;Importe de hipotecas;2011M01;106.328
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M12;123.750
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M11;94.246
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M10;86.956
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M09;123.748
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M08;98.952
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M07;114.212
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M06;110.522
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M05;130.355
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M04;108.258
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M03;108.235
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M02;122.971
35 Palmas, Las;Viviendas;Importe de hipotecas;2010M01;143.387
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M12;107.269
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M11;131.094
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M10;127.102
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M09;150.472
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M08;127.426
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M07;165.086
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M06;150.135
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M05;144.094
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M04;138.997
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M03;146.104
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M02;126.283
35 Palmas, Las;Viviendas;Importe de hipotecas;2009M01;142.378
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M12;158.012
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M11;128.988
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M10;190.508
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M09;153.380
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M08;222.364
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M07;267.101
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M06;263.008
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M05;249.067
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M04;291.722
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M03;195.890
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M02;278.997
35 Palmas, Las;Viviendas;Importe de hipotecas;2008M01;317.376
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M12;228.955
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M11;345.037
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M10;347.938
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M09;308.673
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M08;365.339
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M07;285.769
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M06;424.780
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M05;380.500
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M04;283.936
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M03;384.494
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M02;368.218
35 Palmas, Las;Viviendas;Importe de hipotecas;2007M01;470.146
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M12;289.951
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M11;410.281
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M10;285.219
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M09;392.589
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M08;351.004
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M07;401.024
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M06;411.322
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M05;379.394
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M04;290.125
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M03;369.131
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M02;345.117
35 Palmas, Las;Viviendas;Importe de hipotecas;2006M01;438.355
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M12;450.081
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M11;332.308
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M10;342.501
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M09;405.324
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M08;347.250
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M07;327.089
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M06;297.939
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M05;276.278
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M04;364.252
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M03;230.397
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M02;279.970
35 Palmas, Las;Viviendas;Importe de hipotecas;2005M01;322.790
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M12;263.976
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M11;290.410
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M10;236.147
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M09;249.908
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M08;198.724
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M07;257.536
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M06;269.765
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M05;212.731
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M04;185.031
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M03;227.405
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M02;181.775
35 Palmas, Las;Viviendas;Importe de hipotecas;2004M01;235.015
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M12;140.012
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M11;154.826
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M10;148.928
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M09;129.334
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M08;131.844
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M07;147.228
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M06;151.458
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M05;175.446
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M04;143.746
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M03;192.137
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M02;195.133
35 Palmas, Las;Viviendas;Importe de hipotecas;2003M01;168.498
36 Pontevedra;Viviendas;Número de hipotecas;2026M02;515
36 Pontevedra;Viviendas;Número de hipotecas;2026M01;552
36 Pontevedra;Viviendas;Número de hipotecas;2025M12;503
36 Pontevedra;Viviendas;Número de hipotecas;2025M11;557
36 Pontevedra;Viviendas;Número de hipotecas;2025M10;633
36 Pontevedra;Viviendas;Número de hipotecas;2025M09;531
36 Pontevedra;Viviendas;Número de hipotecas;2025M08;397
36 Pontevedra;Viviendas;Número de hipotecas;2025M07;543
36 Pontevedra;Viviendas;Número de hipotecas;2025M06;550
36 Pontevedra;Viviendas;Número de hipotecas;2025M05;623
36 Pontevedra;Viviendas;Número de hipotecas;2025M04;436
36 Pontevedra;Viviendas;Número de hipotecas;2025M03;516
36 Pontevedra;Viviendas;Número de hipotecas;2025M02;450
36 Pontevedra;Viviendas;Número de hipotecas;2025M01;472
36 Pontevedra;Viviendas;Número de hipotecas;2024M12;530
36 Pontevedra;Viviendas;Número de hipotecas;2024M11;488
36 Pontevedra;Viviendas;Número de hipotecas;2024M10;780
36 Pontevedra;Viviendas;Número de hipotecas;2024M09;649
36 Pontevedra;Viviendas;Número de hipotecas;2024M08;332
36 Pontevedra;Viviendas;Número de hipotecas;2024M07;514
36 Pontevedra;Viviendas;Número de hipotecas;2024M06;374
36 Pontevedra;Viviendas;Número de hipotecas;2024M05;330
36 Pontevedra;Viviendas;Número de hipotecas;2024M04;430
36 Pontevedra;Viviendas;Número de hipotecas;2024M03;394
36 Pontevedra;Viviendas;Número de hipotecas;2024M02;511
36 Pontevedra;Viviendas;Número de hipotecas;2024M01;481
36 Pontevedra;Viviendas;Número de hipotecas;2023M12;322
36 Pontevedra;Viviendas;Número de hipotecas;2023M11;359
36 Pontevedra;Viviendas;Número de hipotecas;2023M10;389
36 Pontevedra;Viviendas;Número de hipotecas;2023M09;343
36 Pontevedra;Viviendas;Número de hipotecas;2023M08;378
36 Pontevedra;Viviendas;Número de hipotecas;2023M07;375
36 Pontevedra;Viviendas;Número de hipotecas;2023M06;386
36 Pontevedra;Viviendas;Número de hipotecas;2023M05;374
36 Pontevedra;Viviendas;Número de hipotecas;2023M04;427
36 Pontevedra;Viviendas;Número de hipotecas;2023M03;439
36 Pontevedra;Viviendas;Número de hipotecas;2023M02;385
36 Pontevedra;Viviendas;Número de hipotecas;2023M01;478
36 Pontevedra;Viviendas;Número de hipotecas;2022M12;355
36 Pontevedra;Viviendas;Número de hipotecas;2022M11;425
36 Pontevedra;Viviendas;Número de hipotecas;2022M10;481
36 Pontevedra;Viviendas;Número de hipotecas;2022M09;542
36 Pontevedra;Viviendas;Número de hipotecas;2022M08;445
36 Pontevedra;Viviendas;Número de hipotecas;2022M07;487
36 Pontevedra;Viviendas;Número de hipotecas;2022M06;471
36 Pontevedra;Viviendas;Número de hipotecas;2022M05;563
36 Pontevedra;Viviendas;Número de hipotecas;2022M04;421
36 Pontevedra;Viviendas;Número de hipotecas;2022M03;466
36 Pontevedra;Viviendas;Número de hipotecas;2022M02;444
36 Pontevedra;Viviendas;Número de hipotecas;2022M01;569
36 Pontevedra;Viviendas;Número de hipotecas;2021M12;353
36 Pontevedra;Viviendas;Número de hipotecas;2021M11;502
36 Pontevedra;Viviendas;Número de hipotecas;2021M10;447
36 Pontevedra;Viviendas;Número de hipotecas;2021M09;426
36 Pontevedra;Viviendas;Número de hipotecas;2021M08;507
36 Pontevedra;Viviendas;Número de hipotecas;2021M07;506
36 Pontevedra;Viviendas;Número de hipotecas;2021M06;389
36 Pontevedra;Viviendas;Número de hipotecas;2021M05;541
36 Pontevedra;Viviendas;Número de hipotecas;2021M04;396
36 Pontevedra;Viviendas;Número de hipotecas;2021M03;577
36 Pontevedra;Viviendas;Número de hipotecas;2021M02;456
36 Pontevedra;Viviendas;Número de hipotecas;2021M01;405
36 Pontevedra;Viviendas;Número de hipotecas;2020M12;366
36 Pontevedra;Viviendas;Número de hipotecas;2020M11;330
36 Pontevedra;Viviendas;Número de hipotecas;2020M10;336
36 Pontevedra;Viviendas;Número de hipotecas;2020M09;349
36 Pontevedra;Viviendas;Número de hipotecas;2020M08;336
36 Pontevedra;Viviendas;Número de hipotecas;2020M07;320
36 Pontevedra;Viviendas;Número de hipotecas;2020M06;291
36 Pontevedra;Viviendas;Número de hipotecas;2020M05;427
36 Pontevedra;Viviendas;Número de hipotecas;2020M04;359
36 Pontevedra;Viviendas;Número de hipotecas;2020M03;295
36 Pontevedra;Viviendas;Número de hipotecas;2020M02;388
36 Pontevedra;Viviendas;Número de hipotecas;2020M01;437
36 Pontevedra;Viviendas;Número de hipotecas;2019M12;309
36 Pontevedra;Viviendas;Número de hipotecas;2019M11;281
36 Pontevedra;Viviendas;Número de hipotecas;2019M10;309
36 Pontevedra;Viviendas;Número de hipotecas;2019M09;227
36 Pontevedra;Viviendas;Número de hipotecas;2019M08;331
36 Pontevedra;Viviendas;Número de hipotecas;2019M07;414
36 Pontevedra;Viviendas;Número de hipotecas;2019M06;380
36 Pontevedra;Viviendas;Número de hipotecas;2019M05;391
36 Pontevedra;Viviendas;Número de hipotecas;2019M04;311
36 Pontevedra;Viviendas;Número de hipotecas;2019M03;334
36 Pontevedra;Viviendas;Número de hipotecas;2019M02;381
36 Pontevedra;Viviendas;Número de hipotecas;2019M01;343
36 Pontevedra;Viviendas;Número de hipotecas;2018M12;276
36 Pontevedra;Viviendas;Número de hipotecas;2018M11;324
36 Pontevedra;Viviendas;Número de hipotecas;2018M10;358
36 Pontevedra;Viviendas;Número de hipotecas;2018M09;368
36 Pontevedra;Viviendas;Número de hipotecas;2018M08;319
36 Pontevedra;Viviendas;Número de hipotecas;2018M07;381
36 Pontevedra;Viviendas;Número de hipotecas;2018M06;334
36 Pontevedra;Viviendas;Número de hipotecas;2018M05;451
36 Pontevedra;Viviendas;Número de hipotecas;2018M04;308
36 Pontevedra;Viviendas;Número de hipotecas;2018M03;321
36 Pontevedra;Viviendas;Número de hipotecas;2018M02;334
36 Pontevedra;Viviendas;Número de hipotecas;2018M01;389
36 Pontevedra;Viviendas;Número de hipotecas;2017M12;294
36 Pontevedra;Viviendas;Número de hipotecas;2017M11;328
36 Pontevedra;Viviendas;Número de hipotecas;2017M10;334
36 Pontevedra;Viviendas;Número de hipotecas;2017M09;343
36 Pontevedra;Viviendas;Número de hipotecas;2017M08;347
36 Pontevedra;Viviendas;Número de hipotecas;2017M07;314
36 Pontevedra;Viviendas;Número de hipotecas;2017M06;326
36 Pontevedra;Viviendas;Número de hipotecas;2017M05;382
36 Pontevedra;Viviendas;Número de hipotecas;2017M04;251
36 Pontevedra;Viviendas;Número de hipotecas;2017M03;374
36 Pontevedra;Viviendas;Número de hipotecas;2017M02;372
36 Pontevedra;Viviendas;Número de hipotecas;2017M01;376
36 Pontevedra;Viviendas;Número de hipotecas;2016M12;312
36 Pontevedra;Viviendas;Número de hipotecas;2016M11;384
36 Pontevedra;Viviendas;Número de hipotecas;2016M10;321
36 Pontevedra;Viviendas;Número de hipotecas;2016M09;327
36 Pontevedra;Viviendas;Número de hipotecas;2016M08;265
36 Pontevedra;Viviendas;Número de hipotecas;2016M07;213
36 Pontevedra;Viviendas;Número de hipotecas;2016M06;326
36 Pontevedra;Viviendas;Número de hipotecas;2016M05;311
36 Pontevedra;Viviendas;Número de hipotecas;2016M04;278
36 Pontevedra;Viviendas;Número de hipotecas;2016M03;293
36 Pontevedra;Viviendas;Número de hipotecas;2016M02;300
36 Pontevedra;Viviendas;Número de hipotecas;2016M01;266
36 Pontevedra;Viviendas;Número de hipotecas;2015M12;281
36 Pontevedra;Viviendas;Número de hipotecas;2015M11;277
36 Pontevedra;Viviendas;Número de hipotecas;2015M10;272
36 Pontevedra;Viviendas;Número de hipotecas;2015M09;275
36 Pontevedra;Viviendas;Número de hipotecas;2015M08;283
36 Pontevedra;Viviendas;Número de hipotecas;2015M07;290
36 Pontevedra;Viviendas;Número de hipotecas;2015M06;306
36 Pontevedra;Viviendas;Número de hipotecas;2015M05;250
36 Pontevedra;Viviendas;Número de hipotecas;2015M04;250
36 Pontevedra;Viviendas;Número de hipotecas;2015M03;298
36 Pontevedra;Viviendas;Número de hipotecas;2015M02;274
36 Pontevedra;Viviendas;Número de hipotecas;2015M01;252
36 Pontevedra;Viviendas;Número de hipotecas;2014M12;197
36 Pontevedra;Viviendas;Número de hipotecas;2014M11;291
36 Pontevedra;Viviendas;Número de hipotecas;2014M10;275
36 Pontevedra;Viviendas;Número de hipotecas;2014M09;239
36 Pontevedra;Viviendas;Número de hipotecas;2014M08;303
36 Pontevedra;Viviendas;Número de hipotecas;2014M07;228
36 Pontevedra;Viviendas;Número de hipotecas;2014M06;234
36 Pontevedra;Viviendas;Número de hipotecas;2014M05;240
36 Pontevedra;Viviendas;Número de hipotecas;2014M04;195
36 Pontevedra;Viviendas;Número de hipotecas;2014M03;204
36 Pontevedra;Viviendas;Número de hipotecas;2014M02;188
36 Pontevedra;Viviendas;Número de hipotecas;2014M01;272
36 Pontevedra;Viviendas;Número de hipotecas;2013M12;240
36 Pontevedra;Viviendas;Número de hipotecas;2013M11;393
36 Pontevedra;Viviendas;Número de hipotecas;2013M10;431
36 Pontevedra;Viviendas;Número de hipotecas;2013M09;216
36 Pontevedra;Viviendas;Número de hipotecas;2013M08;216
36 Pontevedra;Viviendas;Número de hipotecas;2013M07;201
36 Pontevedra;Viviendas;Número de hipotecas;2013M06;127
36 Pontevedra;Viviendas;Número de hipotecas;2013M05;217
36 Pontevedra;Viviendas;Número de hipotecas;2013M04;198
36 Pontevedra;Viviendas;Número de hipotecas;2013M03;212
36 Pontevedra;Viviendas;Número de hipotecas;2013M02;388
36 Pontevedra;Viviendas;Número de hipotecas;2013M01;360
36 Pontevedra;Viviendas;Número de hipotecas;2012M12;334
36 Pontevedra;Viviendas;Número de hipotecas;2012M11;338
36 Pontevedra;Viviendas;Número de hipotecas;2012M10;301
36 Pontevedra;Viviendas;Número de hipotecas;2012M09;349
36 Pontevedra;Viviendas;Número de hipotecas;2012M08;419
36 Pontevedra;Viviendas;Número de hipotecas;2012M07;344
36 Pontevedra;Viviendas;Número de hipotecas;2012M06;305
36 Pontevedra;Viviendas;Número de hipotecas;2012M05;439
36 Pontevedra;Viviendas;Número de hipotecas;2012M04;301
36 Pontevedra;Viviendas;Número de hipotecas;2012M03;354
36 Pontevedra;Viviendas;Número de hipotecas;2012M02;355
36 Pontevedra;Viviendas;Número de hipotecas;2012M01;405
36 Pontevedra;Viviendas;Número de hipotecas;2011M12;486
36 Pontevedra;Viviendas;Número de hipotecas;2011M11;644
36 Pontevedra;Viviendas;Número de hipotecas;2011M10;513
36 Pontevedra;Viviendas;Número de hipotecas;2011M09;502
36 Pontevedra;Viviendas;Número de hipotecas;2011M08;533
36 Pontevedra;Viviendas;Número de hipotecas;2011M07;569
36 Pontevedra;Viviendas;Número de hipotecas;2011M06;520
36 Pontevedra;Viviendas;Número de hipotecas;2011M05;659
36 Pontevedra;Viviendas;Número de hipotecas;2011M04;754
36 Pontevedra;Viviendas;Número de hipotecas;2011M03;889
36 Pontevedra;Viviendas;Número de hipotecas;2011M02;773
36 Pontevedra;Viviendas;Número de hipotecas;2011M01;1.220
36 Pontevedra;Viviendas;Número de hipotecas;2010M12;1.084
36 Pontevedra;Viviendas;Número de hipotecas;2010M11;915
36 Pontevedra;Viviendas;Número de hipotecas;2010M10;819
36 Pontevedra;Viviendas;Número de hipotecas;2010M09;845
36 Pontevedra;Viviendas;Número de hipotecas;2010M08;720
36 Pontevedra;Viviendas;Número de hipotecas;2010M07;1.031
36 Pontevedra;Viviendas;Número de hipotecas;2010M06;1.001
36 Pontevedra;Viviendas;Número de hipotecas;2010M05;946
36 Pontevedra;Viviendas;Número de hipotecas;2010M04;943
36 Pontevedra;Viviendas;Número de hipotecas;2010M03;996
36 Pontevedra;Viviendas;Número de hipotecas;2010M02;857
36 Pontevedra;Viviendas;Número de hipotecas;2010M01;1.195
36 Pontevedra;Viviendas;Número de hipotecas;2009M12;823
36 Pontevedra;Viviendas;Número de hipotecas;2009M11;944
36 Pontevedra;Viviendas;Número de hipotecas;2009M10;964
36 Pontevedra;Viviendas;Número de hipotecas;2009M09;1.031
36 Pontevedra;Viviendas;Número de hipotecas;2009M08;1.078
36 Pontevedra;Viviendas;Número de hipotecas;2009M07;1.111
36 Pontevedra;Viviendas;Número de hipotecas;2009M06;1.098
36 Pontevedra;Viviendas;Número de hipotecas;2009M05;1.031
36 Pontevedra;Viviendas;Número de hipotecas;2009M04;996
36 Pontevedra;Viviendas;Número de hipotecas;2009M03;1.270
36 Pontevedra;Viviendas;Número de hipotecas;2009M02;900
36 Pontevedra;Viviendas;Número de hipotecas;2009M01;1.185
36 Pontevedra;Viviendas;Número de hipotecas;2008M12;729
36 Pontevedra;Viviendas;Número de hipotecas;2008M11;999
36 Pontevedra;Viviendas;Número de hipotecas;2008M10;1.178
36 Pontevedra;Viviendas;Número de hipotecas;2008M09;1.102
36 Pontevedra;Viviendas;Número de hipotecas;2008M08;810
36 Pontevedra;Viviendas;Número de hipotecas;2008M07;1.151
36 Pontevedra;Viviendas;Número de hipotecas;2008M06;1.326
36 Pontevedra;Viviendas;Número de hipotecas;2008M05;1.338
36 Pontevedra;Viviendas;Número de hipotecas;2008M04;1.317
36 Pontevedra;Viviendas;Número de hipotecas;2008M03;1.166
36 Pontevedra;Viviendas;Número de hipotecas;2008M02;1.273
36 Pontevedra;Viviendas;Número de hipotecas;2008M01;1.375
36 Pontevedra;Viviendas;Número de hipotecas;2007M12;1.276
36 Pontevedra;Viviendas;Número de hipotecas;2007M11;1.173
36 Pontevedra;Viviendas;Número de hipotecas;2007M10;1.575
36 Pontevedra;Viviendas;Número de hipotecas;2007M09;1.392
36 Pontevedra;Viviendas;Número de hipotecas;2007M08;1.425
36 Pontevedra;Viviendas;Número de hipotecas;2007M07;1.515
36 Pontevedra;Viviendas;Número de hipotecas;2007M06;1.796
36 Pontevedra;Viviendas;Número de hipotecas;2007M05;1.571
36 Pontevedra;Viviendas;Número de hipotecas;2007M04;1.325
36 Pontevedra;Viviendas;Número de hipotecas;2007M03;1.482
36 Pontevedra;Viviendas;Número de hipotecas;2007M02;1.448
36 Pontevedra;Viviendas;Número de hipotecas;2007M01;1.522
36 Pontevedra;Viviendas;Número de hipotecas;2006M12;1.335
36 Pontevedra;Viviendas;Número de hipotecas;2006M11;1.719
36 Pontevedra;Viviendas;Número de hipotecas;2006M10;1.247
36 Pontevedra;Viviendas;Número de hipotecas;2006M09;1.432
36 Pontevedra;Viviendas;Número de hipotecas;2006M08;1.363
36 Pontevedra;Viviendas;Número de hipotecas;2006M07;1.266
36 Pontevedra;Viviendas;Número de hipotecas;2006M06;1.509
36 Pontevedra;Viviendas;Número de hipotecas;2006M05;1.527
36 Pontevedra;Viviendas;Número de hipotecas;2006M04;1.259
36 Pontevedra;Viviendas;Número de hipotecas;2006M03;1.431
36 Pontevedra;Viviendas;Número de hipotecas;2006M02;1.224
36 Pontevedra;Viviendas;Número de hipotecas;2006M01;1.785
36 Pontevedra;Viviendas;Número de hipotecas;2005M12;1.422
36 Pontevedra;Viviendas;Número de hipotecas;2005M11;1.485
36 Pontevedra;Viviendas;Número de hipotecas;2005M10;1.303
36 Pontevedra;Viviendas;Número de hipotecas;2005M09;2.010
36 Pontevedra;Viviendas;Número de hipotecas;2005M08;1.291
36 Pontevedra;Viviendas;Número de hipotecas;2005M07;1.291
36 Pontevedra;Viviendas;Número de hipotecas;2005M06;1.468
36 Pontevedra;Viviendas;Número de hipotecas;2005M05;1.422
36 Pontevedra;Viviendas;Número de hipotecas;2005M04;1.388
36 Pontevedra;Viviendas;Número de hipotecas;2005M03;1.299
36 Pontevedra;Viviendas;Número de hipotecas;2005M02;1.341
36 Pontevedra;Viviendas;Número de hipotecas;2005M01;1.391
36 Pontevedra;Viviendas;Número de hipotecas;2004M12;1.430
36 Pontevedra;Viviendas;Número de hipotecas;2004M11;1.376
36 Pontevedra;Viviendas;Número de hipotecas;2004M10;1.527
36 Pontevedra;Viviendas;Número de hipotecas;2004M09;1.167
36 Pontevedra;Viviendas;Número de hipotecas;2004M08;1.261
36 Pontevedra;Viviendas;Número de hipotecas;2004M07;1.461
36 Pontevedra;Viviendas;Número de hipotecas;2004M06;1.681
36 Pontevedra;Viviendas;Número de hipotecas;2004M05;1.484
36 Pontevedra;Viviendas;Número de hipotecas;2004M04;1.239
36 Pontevedra;Viviendas;Número de hipotecas;2004M03;2.153
36 Pontevedra;Viviendas;Número de hipotecas;2004M02;1.503
36 Pontevedra;Viviendas;Número de hipotecas;2004M01;1.548
36 Pontevedra;Viviendas;Número de hipotecas;2003M12;1.329
36 Pontevedra;Viviendas;Número de hipotecas;2003M11;1.205
36 Pontevedra;Viviendas;Número de hipotecas;2003M10;1.356
36 Pontevedra;Viviendas;Número de hipotecas;2003M09;1.194
36 Pontevedra;Viviendas;Número de hipotecas;2003M08;1.106
36 Pontevedra;Viviendas;Número de hipotecas;2003M07;1.113
36 Pontevedra;Viviendas;Número de hipotecas;2003M06;1.119
36 Pontevedra;Viviendas;Número de hipotecas;2003M05;1.379
36 Pontevedra;Viviendas;Número de hipotecas;2003M04;1.192
36 Pontevedra;Viviendas;Número de hipotecas;2003M03;1.233
36 Pontevedra;Viviendas;Número de hipotecas;2003M02;894
36 Pontevedra;Viviendas;Número de hipotecas;2003M01;979
36 Pontevedra;Viviendas;Importe de hipotecas;2026M02;76.887
36 Pontevedra;Viviendas;Importe de hipotecas;2026M01;84.215
36 Pontevedra;Viviendas;Importe de hipotecas;2025M12;77.610
36 Pontevedra;Viviendas;Importe de hipotecas;2025M11;83.143
36 Pontevedra;Viviendas;Importe de hipotecas;2025M10;86.808
36 Pontevedra;Viviendas;Importe de hipotecas;2025M09;74.803
36 Pontevedra;Viviendas;Importe de hipotecas;2025M08;56.079
36 Pontevedra;Viviendas;Importe de hipotecas;2025M07;70.602
36 Pontevedra;Viviendas;Importe de hipotecas;2025M06;74.859
36 Pontevedra;Viviendas;Importe de hipotecas;2025M05;86.436
36 Pontevedra;Viviendas;Importe de hipotecas;2025M04;58.291
36 Pontevedra;Viviendas;Importe de hipotecas;2025M03;72.066
36 Pontevedra;Viviendas;Importe de hipotecas;2025M02;60.761
36 Pontevedra;Viviendas;Importe de hipotecas;2025M01;61.981
36 Pontevedra;Viviendas;Importe de hipotecas;2024M12;66.401
36 Pontevedra;Viviendas;Importe de hipotecas;2024M11;63.285
36 Pontevedra;Viviendas;Importe de hipotecas;2024M10;96.509
36 Pontevedra;Viviendas;Importe de hipotecas;2024M09;90.237
36 Pontevedra;Viviendas;Importe de hipotecas;2024M08;41.645
36 Pontevedra;Viviendas;Importe de hipotecas;2024M07;72.419
36 Pontevedra;Viviendas;Importe de hipotecas;2024M06;43.342
36 Pontevedra;Viviendas;Importe de hipotecas;2024M05;40.661
36 Pontevedra;Viviendas;Importe de hipotecas;2024M04;52.802
36 Pontevedra;Viviendas;Importe de hipotecas;2024M03;45.903
36 Pontevedra;Viviendas;Importe de hipotecas;2024M02;59.856
36 Pontevedra;Viviendas;Importe de hipotecas;2024M01;54.895
36 Pontevedra;Viviendas;Importe de hipotecas;2023M12;40.560
36 Pontevedra;Viviendas;Importe de hipotecas;2023M11;49.497
36 Pontevedra;Viviendas;Importe de hipotecas;2023M10;44.232
36 Pontevedra;Viviendas;Importe de hipotecas;2023M09;42.289
36 Pontevedra;Viviendas;Importe de hipotecas;2023M08;45.867
36 Pontevedra;Viviendas;Importe de hipotecas;2023M07;52.615
36 Pontevedra;Viviendas;Importe de hipotecas;2023M06;49.537
36 Pontevedra;Viviendas;Importe de hipotecas;2023M05;44.926
36 Pontevedra;Viviendas;Importe de hipotecas;2023M04;62.949
36 Pontevedra;Viviendas;Importe de hipotecas;2023M03;52.981
36 Pontevedra;Viviendas;Importe de hipotecas;2023M02;49.812
36 Pontevedra;Viviendas;Importe de hipotecas;2023M01;57.166
36 Pontevedra;Viviendas;Importe de hipotecas;2022M12;44.698
36 Pontevedra;Viviendas;Importe de hipotecas;2022M11;54.053
36 Pontevedra;Viviendas;Importe de hipotecas;2022M10;57.859
36 Pontevedra;Viviendas;Importe de hipotecas;2022M09;66.754
36 Pontevedra;Viviendas;Importe de hipotecas;2022M08;50.806
36 Pontevedra;Viviendas;Importe de hipotecas;2022M07;63.080
36 Pontevedra;Viviendas;Importe de hipotecas;2022M06;58.755
